MMSI,ShipName,latitude,longitude,timestamp,speed,timestamp_rounded
2,2,43.58243,10.318366666666666,2023-10-18 14:10:30.797765198,0.5,2023-10-18 14:15:00
2,2,43.54633,10.2915,2023-10-18 22:26:28.337568428,8.8,2023-10-18 22:30:00
2,2,43.50045,10.194683333333334,2023-10-18 23:00:41.715137513,9.5,2023-10-18 23:00:00
2,2,43.46002,10.186583333333337,2023-10-18 23:16:15.417676076,8.8,2023-10-18 23:15:00
2,2,43.38435333333334,10.1714,2023-10-18 23:46:58.104979287,8.7,2023-10-18 23:45:00
2,2,43.42033666666667,10.1808,2023-10-28 23:38:03.469428301,11.1,2023-10-28 23:45:00
2,2,43.47032333333333,10.250383333333334,2023-10-29 00:04:30.651037268,7.1,2023-10-29 00:00:00
2,2,43.47479666666666,10.257166666666668,2023-10-29 00:15:33.741992421,1.0,2023-10-29 00:15:00
2,2,43.47636666666666,10.258416666666667,2023-10-29 01:51:38.952495451,0.1,2023-10-29 01:45:00
2,2,43.47646666666667,10.258233333333331,2023-10-29 04:03:40.514039420,0.2,2023-10-29 04:00:00
2,2,43.476236666666665,10.257883333333332,2023-10-29 04:48:38.844096891,0.1,2023-10-29 04:45:00
2,2,43.476353333333336,10.258083333333332,2023-10-29 05:21:39.237998084,0.1,2023-10-29 05:15:00
2,2,43.47627,10.257766666666669,2023-10-29 06:00:36.814402900,0.1,2023-10-29 06:00:00
2,2,43.47633666666666,10.257833333333334,2023-10-29 06:21:40.187217895,0.1,2023-10-29 06:15:00
2,2,43.47632,10.258466666666669,2023-10-29 08:15:38.873651680,0.4,2023-10-29 08:15:00
2,2,43.47653,10.258766666666666,2023-10-29 09:30:39.059074601,0.1,2023-10-29 09:30:00
2,2,43.47654666666666,10.258583333333332,2023-10-29 10:13:14.031013786,0.1,2023-10-29 10:15:00
2,2,43.47667,10.2586,2023-10-29 10:55:13.867920437,0.8,2023-10-29 11:00:00
2,2,43.47653,10.258633333333334,2023-10-29 11:29:13.600291744,0.1,2023-10-29 11:30:00
2,2,43.47663666666666,10.258433333333333,2023-10-29 11:47:12.533670513,0.1,2023-10-29 11:45:00
2,2,43.47663666666666,10.258633333333334,2023-10-29 12:23:14.699095384,0.2,2023-10-29 12:30:00
2,2,43.47667,10.258433333333333,2023-10-29 12:55:11.908403736,0.1,2023-10-29 13:00:00
2,2,43.47663666666666,10.258266666666666,2023-10-29 13:35:10.920927740,0.1,2023-10-29 13:30:00
2,2,43.47663666666666,10.258383333333336,2023-10-29 14:13:11.648599542,0.3,2023-10-29 14:15:00
2,2,43.47662,10.258616666666668,2023-10-29 14:43:13.566397636,0.2,2023-10-29 14:45:00
2,2,43.47657333333333,10.258316666666667,2023-10-29 15:25:13.258556230,0.1,2023-10-29 15:30:00
2,2,43.47763666666666,10.255366666666667,2023-10-29 15:55:29.761304067,2.7,2023-10-29 16:00:00
2,2,43.54405333333333,10.290683333333334,2023-10-29 16:43:03.708449636,7.2,2023-10-29 16:45:00
2,2,43.57745,10.31695,2023-10-29 17:14:38.887156842,3.7,2023-10-29 17:15:00
2,2,43.5827,10.318316666666668,2023-10-29 17:23:10.084612135,0.2,2023-10-29 17:30:00
2,2,43.58265,10.31825,2023-10-30 16:19:36.121021291,0.1,2023-10-30 16:15:00
2,2,43.56275333333333,10.302783333333334,2023-10-30 16:56:07.334946579,0.3,2023-10-30 17:00:00
2,2,43.562646666666666,10.303,2023-10-30 18:51:41.704293831,0.7,2023-10-30 18:45:00
2,2,43.56282,10.302966666666666,2023-10-30 23:03:41.390413364,0.6,2023-10-30 23:00:00
3,3,43.426206666666666,10.15071,2023-10-26 04:58:56.443460598,2.4,2023-10-26 05:00:00
3,3,43.43047,10.193090000000002,2023-10-26 05:43:34.608971313,2.5,2023-10-26 05:45:00
3,3,43.43114166666667,10.199128333333334,2023-10-26 05:50:03.469465666,2.3,2023-10-26 05:45:00
3,3,43.43454,10.242743333333332,2023-10-26 06:39:55.599610816,2.3,2023-10-26 06:45:00
3,3,43.434830000000005,10.249446666666667,2023-10-26 06:47:43.187113773,2.3,2023-10-26 06:45:00
3,3,43.4354,10.281586666666668,2023-10-26 07:28:04.060896232,1.8,2023-10-26 07:30:00
3,3,43.44958833333333,10.191986666666669,2023-10-26 08:11:05.488909382,7.7,2023-10-26 08:15:00
3,3,43.461376666666666,10.124003333333333,2023-10-26 08:37:54.463741501,4.1,2023-10-26 08:45:00
3,3,43.477491666666666,10.134931666666668,2023-10-26 09:05:55.076425729,2.4,2023-10-26 09:00:00
3,3,43.48591333333333,10.149721666666666,2023-10-26 09:30:25.958655615,1.9,2023-10-26 09:30:00
3,3,43.49702166666667,10.171323333333332,2023-10-26 10:13:54.079101155,1.5,2023-10-26 10:15:00
3,3,43.50492,10.174353333333332,2023-10-26 10:37:57.953042406,4.6,2023-10-26 10:45:00
3,3,43.482996666666665,10.142678333333333,2023-10-26 10:54:14.521625697,8.7,2023-10-26 11:00:00
3,3,43.42517,10.127306666666668,2023-10-26 11:23:05.193657785,4.2,2023-10-26 11:30:00
3,3,43.44190833333334,10.157168333333336,2023-10-26 12:12:24.190199847,1.6,2023-10-26 12:15:00
3,3,43.45232,10.170441666666669,2023-10-26 12:44:44.735450881,1.6,2023-10-26 12:45:00
3,3,43.456085,10.176261666666669,2023-10-26 12:57:15.880916220,1.7,2023-10-26 13:00:00
3,3,43.46024333333333,10.184748333333332,2023-10-26 13:15:04.641929103,1.4,2023-10-26 13:15:00
3,3,43.468873333333335,10.213755,2023-10-26 14:10:14.591061841,1.6,2023-10-26 14:15:00
3,3,43.476965,10.230195,2023-10-26 14:43:54.624595712,1.5,2023-10-26 14:45:00
3,3,43.463935,10.239825,2023-10-26 15:03:56.003596222,7.5,2023-10-26 15:00:00
3,3,43.41711833333333,10.218836666666666,2023-10-26 15:24:34.253583509,8.8,2023-10-26 15:30:00
3,3,43.384260000000005,10.261355,2023-10-28 13:13:16.084564198,8.0,2023-10-28 13:15:00
3,3,43.39637833333334,10.220255,2023-10-28 13:27:44.501817347,7.8,2023-10-28 13:30:00
3,3,43.42152166666666,10.149278333333331,2023-10-28 13:55:35.086578468,7.4,2023-10-28 14:00:00
3,3,43.44840666666666,10.171335,2023-10-28 16:04:57.445335255,9.8,2023-10-28 16:00:00
3,3,43.43443,10.22912,2023-10-28 16:21:24.986825020,9.8,2023-10-28 16:15:00
3,3,43.434916666666666,10.30048,2023-10-28 16:50:45.421198957,4.4,2023-10-28 16:45:00
3,3,43.45097166666667,10.308135,2023-10-28 17:40:56.304826402,0.1,2023-10-28 17:45:00
3,3,43.45050333333334,10.308586666666669,2023-10-28 17:52:54.768527407,0.1,2023-10-28 18:00:00
3,3,43.45068166666667,10.308463333333332,2023-10-28 18:37:54.048529079,0.5,2023-10-28 18:45:00
3,3,43.450161666666666,10.308648333333334,2023-10-28 18:46:56.042918453,0.5,2023-10-28 18:45:00
3,3,43.453565000000005,10.306086666666666,2023-10-28 19:37:57.738051230,0.4,2023-10-28 19:45:00
3,3,43.45338666666667,10.306351666666666,2023-10-28 20:01:57.181808098,0.1,2023-10-28 20:00:00
3,3,43.453026666666666,10.306941666666669,2023-10-28 21:13:56.512527715,0.1,2023-10-28 21:15:00
3,3,43.453015,10.30688,2023-10-28 21:22:54.104304910,0.1,2023-10-28 21:30:00
3,3,43.45328333333334,10.306193333333333,2023-10-28 22:25:55.511992072,0.1,2023-10-28 22:30:00
3,3,43.453426666666665,10.306046666666669,2023-10-28 22:58:56.414198678,0.1,2023-10-28 23:00:00
3,3,43.45343333333334,10.30572,2023-10-28 23:37:57.626036069,0.1,2023-10-28 23:45:00
3,3,43.45345,10.305471666666667,2023-10-28 23:49:56.827967950,0.2,2023-10-28 23:45:00
3,3,43.453545,10.304661666666668,2023-10-29 00:47:00.821981984,0.2,2023-10-29 00:45:00
3,3,43.453388333333336,10.3032,2023-10-29 01:19:55.090160971,0.1,2023-10-29 01:15:00
3,3,43.45328,10.30257,2023-10-29 02:13:53.861055842,0.1,2023-10-29 02:15:00
3,3,43.453163333333336,10.302438333333331,2023-10-29 02:19:56.366803278,0.1,2023-10-29 02:15:00
3,3,43.453085,10.302216666666668,2023-10-29 03:40:57.637276058,0.1,2023-10-29 03:45:00
3,3,43.45303666666667,10.302136666666666,2023-10-29 04:43:58.703650330,0.1,2023-10-29 04:45:00
3,3,43.452891666666666,10.301898333333332,2023-10-29 04:49:55.924753713,0.2,2023-10-29 04:45:00
3,3,43.45304,10.301971666666669,2023-10-29 05:28:55.433433415,0.1,2023-10-29 05:30:00
3,3,43.44887833333333,10.29697,2023-10-29 05:59:54.027619233,4.7,2023-10-29 06:00:00
3,3,43.44066333333333,10.257523333333332,2023-10-29 06:23:04.128458505,3.2,2023-10-29 06:30:00
3,3,43.46699,10.246163333333334,2023-10-29 06:49:53.162795248,5.7,2023-10-29 06:45:00
3,3,43.51364,10.254905,2023-10-29 07:21:52.143701234,4.9,2023-10-29 07:15:00
3,3,43.55771,10.294355,2023-10-29 07:57:02.430504614,6.0,2023-10-29 08:00:00
3,3,43.571875,10.305733333333334,2023-10-29 08:16:12.496149948,1.7,2023-10-29 08:15:00
4,4,43.539975,10.281545,2023-10-01 13:01:31.878886210,6.3,2023-10-01 13:00:00
4,4,43.45641833333333,10.168201666666668,2023-10-01 13:39:41.221463330,12.1,2023-10-01 13:45:00
5,5,43.393755000000006,10.141873333333333,2023-10-16 09:13:29.160416814,8.7,2023-10-16 09:15:00
5,5,43.394695,10.122933333333332,2023-10-16 09:19:19.108623821,8.7,2023-10-16 09:15:00
5,5,43.456425,10.160406666666669,2023-10-16 09:51:59.155237614,9.2,2023-10-16 09:45:00
5,5,43.51956,10.253226666666666,2023-10-16 10:24:50.921668949,6.6,2023-10-16 10:30:00
5,5,43.57128,10.306168333333334,2023-10-16 10:59:08.929829065,5.6,2023-10-16 11:00:00
5,5,43.57837,10.306043333333331,2023-10-16 11:16:47.159512520,0.1,2023-10-16 11:15:00
5,5,43.57840333333333,10.306043333333331,2023-10-16 12:10:52.416430550,0.1,2023-10-16 12:15:00
5,5,43.57839166666667,10.306064999999998,2023-10-16 12:31:59.186107760,0.1,2023-10-16 12:30:00
5,5,43.57846333333334,10.306,2023-10-16 12:46:51.290509218,0.1,2023-10-16 12:45:00
5,5,43.57840166666666,10.306006666666669,2023-10-16 13:32:02.144382376,0.1,2023-10-16 13:30:00
5,5,43.578395,10.306006666666669,2023-10-16 13:58:49.665249672,0.1,2023-10-16 14:00:00
5,5,43.578385,10.306018333333332,2023-10-16 14:44:01.660062545,0.1,2023-10-16 14:45:00
5,5,43.57839333333333,10.306006666666669,2023-10-16 14:55:58.605341317,0.1,2023-10-16 15:00:00
5,5,43.578395,10.306001666666669,2023-10-16 16:38:02.409553946,0.1,2023-10-16 16:45:00
5,5,43.578455,10.306026666666666,2023-10-16 18:13:59.655897886,0.1,2023-10-16 18:15:00
5,5,43.57835,10.30605,2023-10-16 18:28:51.280061210,0.1,2023-10-16 18:30:00
5,5,43.578395,10.306016666666666,2023-10-16 18:55:58.898802779,0.1,2023-10-16 19:00:00
5,5,43.578395,10.306001666666669,2023-10-16 19:49:58.900433528,0.1,2023-10-16 19:45:00
5,5,43.57839333333333,10.306021666666668,2023-10-16 20:38:00.677673478,0.1,2023-10-16 20:45:00
5,5,43.57848833333333,10.306023333333334,2023-10-16 21:10:51.449443130,0.1,2023-10-16 21:15:00
5,5,43.57845333333333,10.305983333333334,2023-10-16 21:20:00.916693549,0.2,2023-10-16 21:15:00
5,5,43.57837,10.305983333333334,2023-10-16 22:02:01.501292379,0.1,2023-10-16 22:00:00
5,5,43.578395,10.306005,2023-10-16 22:34:52.399645986,0.1,2023-10-16 22:30:00
5,5,43.578388333333336,10.306013333333334,2023-10-16 22:52:50.599965409,0.1,2023-10-16 23:00:00
5,5,43.57839666666666,10.305996666666664,2023-10-16 23:40:50.489303060,0.1,2023-10-16 23:45:00
5,5,43.578355,10.30595,2023-10-17 00:08:02.942424629,0.1,2023-10-17 00:15:00
5,5,43.568963333333336,10.306581666666666,2023-10-17 00:28:25.526086061,2.8,2023-10-17 00:30:00
5,5,43.55849,10.297453333333332,2023-10-17 00:53:09.458616710,0.1,2023-10-17 01:00:00
5,5,43.55849666666666,10.297483333333334,2023-10-17 01:26:18.980154647,0.1,2023-10-17 01:30:00
5,5,43.55849666666666,10.297466666666669,2023-10-17 02:20:19.908848793,0.1,2023-10-17 02:15:00
5,5,43.558495,10.297471666666668,2023-10-17 03:35:12.093784912,0.1,2023-10-17 03:30:00
5,5,43.558501666666665,10.297471666666668,2023-10-17 04:08:22.380350876,0.1,2023-10-17 04:15:00
5,5,43.55849666666666,10.297498333333332,2023-10-17 05:08:20.971217971,0.1,2023-10-17 05:15:00
5,5,43.558501666666665,10.297483333333334,2023-10-17 05:35:10.674649288,0.1,2023-10-17 05:30:00
5,5,43.55850333333333,10.297485,2023-10-17 06:26:20.443057320,0.1,2023-10-17 06:30:00
5,5,43.558501666666665,10.297483333333334,2023-10-17 07:05:10.869770117,0.1,2023-10-17 07:00:00
5,5,43.55850833333333,10.297493333333334,2023-10-17 07:50:19.988936586,0.1,2023-10-17 07:45:00
5,5,43.558481666666665,10.297505,2023-10-17 08:53:10.252433220,0.1,2023-10-17 09:00:00
5,5,43.55851333333333,10.297478333333334,2023-10-17 09:26:22.381929669,0.1,2023-10-17 09:30:00
5,5,43.55847666666667,10.297506666666669,2023-10-17 09:47:08.890820966,0.1,2023-10-17 09:45:00
5,5,43.5585,10.2975,2023-10-17 10:17:09.896015488,0.1,2023-10-17 10:15:00
5,5,43.558505,10.2975,2023-10-17 11:05:10.217085672,0.1,2023-10-17 11:00:00
5,5,43.558495,10.297518333333333,2023-10-17 11:41:11.040857046,0.1,2023-10-17 11:45:00
5,5,43.55847000000001,10.297498333333332,2023-10-17 12:02:19.212494801,0.1,2023-10-17 12:00:00
5,5,43.55851333333333,10.297508333333331,2023-10-17 12:20:21.562408944,0.1,2023-10-17 12:15:00
5,5,43.558528333333335,10.29749,2023-10-17 13:05:11.491133686,0.1,2023-10-17 13:00:00
5,5,43.55850333333333,10.297478333333334,2023-10-17 13:44:19.027941326,0.1,2023-10-17 13:45:00
5,5,43.558501666666665,10.297496666666666,2023-10-17 14:08:21.308187215,0.1,2023-10-17 14:15:00
5,5,43.55849166666667,10.2975,2023-10-17 14:32:21.837944797,0.1,2023-10-17 14:30:00
5,5,43.558495,10.297478333333334,2023-10-17 14:56:20.440142695,0.1,2023-10-17 15:00:00
5,5,43.55850333333333,10.297493333333334,2023-10-17 15:41:10.613155969,0.1,2023-10-17 15:45:00
5,5,43.558495,10.297493333333334,2023-10-17 16:11:10.957163947,0.1,2023-10-17 16:15:00
5,5,43.53304666666667,10.256916666666664,2023-10-17 17:43:10.917227118,9.6,2023-10-17 17:45:00
5,5,43.517426666666665,10.213755,2023-10-17 17:56:11.622990089,9.8,2023-10-17 18:00:00
5,5,43.45107,10.121173333333331,2023-10-17 18:28:11.320129891,11.0,2023-10-17 18:30:00
5,5,43.42444166666667,10.122955,2023-10-26 16:44:01.561328150,9.7,2023-10-26 16:45:00
5,5,43.463175,10.178178333333332,2023-10-26 17:05:02.179948734,9.6,2023-10-26 17:00:00
5,5,43.48354333333334,10.207378333333333,2023-10-26 17:15:42.820735774,11.2,2023-10-26 17:15:00
5,5,43.57405833333333,10.305293333333331,2023-10-26 18:11:59.916605385,4.8,2023-10-26 18:15:00
5,5,43.57815666666667,10.305665,2023-10-26 18:17:01.854407409,0.6,2023-10-26 18:15:00
5,5,43.57868333333333,10.305953333333331,2023-10-26 19:42:40.628708094,0.1,2023-10-26 19:45:00
5,5,43.57867833333333,10.305966666666666,2023-10-26 20:03:50.691797981,0.1,2023-10-26 20:00:00
5,5,43.57872833333333,10.305971666666666,2023-10-26 20:33:52.313116233,0.1,2023-10-26 20:30:00
5,5,43.57874833333334,10.305963333333333,2023-10-26 20:54:43.765812082,0.1,2023-10-26 21:00:00
5,5,43.57869166666667,10.305928333333332,2023-10-26 22:12:42.455469682,0.1,2023-10-26 22:15:00
5,5,43.57869333333333,10.305961666666668,2023-10-26 22:39:51.922747529,0.1,2023-10-26 22:45:00
5,5,43.57869166666667,10.305935,2023-10-26 23:33:51.046349886,0.1,2023-10-26 23:30:00
5,5,43.578700000000005,10.30594,2023-10-27 00:21:51.233672427,0.1,2023-10-27 00:15:00
5,5,43.57869,10.30596,2023-10-27 00:45:52.411879283,0.1,2023-10-27 00:45:00
5,5,43.57868333333333,10.305965,2023-10-27 03:18:43.388369004,0.1,2023-10-27 03:15:00
5,5,43.578695,10.305966666666666,2023-10-27 04:06:42.789702606,0.1,2023-10-27 04:00:00
5,5,43.57869166666667,10.305961666666668,2023-10-27 04:18:41.210284903,0.1,2023-10-27 04:15:00
5,5,43.578685,10.30597,2023-10-27 05:24:44.366176256,0.1,2023-10-27 05:30:00
5,5,43.578696666666666,10.30597,2023-10-27 06:06:42.558267222,0.1,2023-10-27 06:00:00
5,5,43.578700000000005,10.305981666666666,2023-10-27 06:15:52.244027815,0.1,2023-10-27 06:15:00
5,5,43.57869333333333,10.305941666666666,2023-10-27 07:36:44.946929456,0.2,2023-10-27 07:30:00
5,5,43.578698333333335,10.305966666666666,2023-10-27 08:36:42.070359240,0.1,2023-10-27 08:30:00
5,5,43.57871333333333,10.305953333333331,2023-10-27 09:21:53.213341126,0.1,2023-10-27 09:15:00
5,5,43.57871333333333,10.305951666666664,2023-10-27 09:54:43.897948640,0.1,2023-10-27 10:00:00
5,5,43.578698333333335,10.305968333333334,2023-10-27 10:42:41.946766330,0.1,2023-10-27 10:45:00
5,5,43.578718333333335,10.305963333333333,2023-10-27 11:36:41.553296559,0.1,2023-10-27 11:30:00
5,5,43.57871333333333,10.305975,2023-10-27 12:24:45.368147984,0.1,2023-10-27 12:30:00
5,5,43.578698333333335,10.305981666666666,2023-10-27 12:45:52.885551709,0.1,2023-10-27 12:45:00
5,5,43.578685,10.30597,2023-10-27 13:36:42.084860783,0.1,2023-10-27 13:30:00
5,5,43.57868,10.30597,2023-10-27 13:51:50.490484326,0.1,2023-10-27 13:45:00
5,5,43.57868666666666,10.306016666666666,2023-10-27 14:42:42.268689273,0.1,2023-10-27 14:45:00
5,5,43.57872833333333,10.305975,2023-10-27 15:18:45.140804976,0.1,2023-10-27 15:15:00
5,5,43.57868833333334,10.305983333333334,2023-10-27 16:45:50.803701699,0.1,2023-10-27 16:45:00
