MessageType,AisVersion,CallSign,Destination,DimensionA,DimensionB,DimensionC,DimensionD,Dte,EtaDay,EtaHour,EtaMinute,EtaMonth,FixType,ImoNumber,MaximumStaticDraught,MessageID,Name,RepeatIndicator,Spare,ShipType,Message.ShipStaticData.UserID,Valid,MMSI,ShipName,MetaData.latitude,MetaData.longitude,timestamp,Geom,ShipCommonDataID,Rounded_time,index,Cog,CommunicationState,Latitude,Longitude,NavigationalStatus,PositionAccuracy,Raim,RateOfTurn,speed,SpecialManoeuvreIndicator,Timestamp,TrueHeading,UserID
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,1,0,0,0,79.0,0,True,0,0,43.50969833333333,10.242995,2023-10-04 08:44:15.133495567,POINT(10.242995 43.50969833333333),0,2023-10-04 08:30:00+00:00,31489.0,46.0,59916.0,43.50969833333333,10.242995,0.0,True,False,0.0,5.7,0.0,13.0,44.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.54313833333333,10.291088333333333,2023-10-04 09:14:59.762441313,POINT(10.291088333333333 43.54313833333333),1,2023-10-04 09:00:00+00:00,8686.0,10.2,59916.0,43.54313833333333,10.291088333333333,0.0,False,False,0.0,8.8,0.0,57.0,3.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,1,0,0,0,79.0,0,True,0,0,43.568023333333336,10.306603333333332,2023-10-04 09:32:25.442220340,POINT(10.306603333333333 43.568023333333336),2,2023-10-04 09:30:00+00:00,35261.0,347.8,59916.0,43.568023333333336,10.306603333333332,0.0,False,False,127.0,1.9,0.0,23.0,24.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57463666666667,10.304343333333332,2023-10-04 10:14:25.102256816,POINT(10.304343333333332 43.57463666666667),3,2023-10-04 10:00:00+00:00,28491.0,172.0,59916.0,43.57463666666667,10.304343333333332,5.0,True,False,0.0,0.0,0.0,23.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57461166666667,10.304363333333333,2023-10-04 10:44:23.748743073,POINT(10.304363333333333 43.57461166666667),4,2023-10-04 10:30:00+00:00,4546.0,172.0,59916.0,43.57461166666667,10.304363333333333,5.0,True,False,0.0,0.0,0.0,21.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57462,10.304366666666663,2023-10-04 11:02:23.947680250,POINT(10.304366666666665 43.574619999999996),5,2023-10-04 11:00:00+00:00,31839.0,172.0,59916.0,43.57462,10.304366666666663,5.0,True,False,0.0,0.0,0.0,22.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.574625,10.304346666666667,2023-10-04 11:26:23.910558285,POINT(10.304346666666667 43.574625),6,2023-10-04 11:30:00+00:00,33392.0,172.0,59916.0,43.574625,10.304346666666667,5.0,True,False,0.0,0.0,0.0,22.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.574623333333335,10.304353333333331,2023-10-04 12:11:24.074907823,POINT(10.304353333333333 43.574623333333335),7,2023-10-04 12:00:00+00:00,32274.0,173.0,59916.0,43.574623333333335,10.304353333333331,5.0,True,False,0.0,0.0,0.0,22.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57462833333333,10.304353333333331,2023-10-04 12:44:23.244122142,POINT(10.304353333333333 43.57462833333333),8,2023-10-04 12:30:00+00:00,12447.0,172.0,59916.0,43.57462833333333,10.304353333333331,5.0,True,False,0.0,0.0,0.0,22.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.574625,10.304353333333331,2023-10-04 13:12:23.458280757,POINT(10.304353333333333 43.574625),9,2023-10-04 13:00:00+00:00,19596.0,172.0,59916.0,43.574625,10.304353333333331,5.0,True,False,0.0,0.0,0.0,22.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57462666666667,10.30435,2023-10-04 13:21:23.027784740,POINT(10.30435 43.57462666666667),10,2023-10-04 13:30:00+00:00,32882.0,172.0,59916.0,43.57462666666667,10.30435,5.0,True,False,0.0,0.0,0.0,21.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57463166666666,10.304356666666669,2023-10-04 14:06:23.825216969,POINT(10.304356666666667 43.57463166666666),11,2023-10-04 14:00:00+00:00,32170.0,173.0,59916.0,43.57463166666666,10.304356666666669,5.0,True,False,0.0,0.0,0.0,23.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.574635,10.304345,2023-10-04 14:30:23.226487373,POINT(10.304345000000001 43.574634999999994),12,2023-10-04 14:30:00+00:00,33812.0,173.0,59916.0,43.574635,10.304345,5.0,True,False,0.0,0.0,0.0,22.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57463166666666,10.30435,2023-10-04 15:13:18.357269958,POINT(10.30435 43.57463166666666),13,2023-10-04 15:00:00+00:00,29413.0,173.0,59916.0,43.57463166666666,10.30435,5.0,True,False,0.0,0.0,0.0,17.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.574621666666665,10.304348333333332,2023-10-04 15:37:19.039818812,POINT(10.304348333333333 43.574621666666665),14,2023-10-04 15:30:00+00:00,31089.0,173.0,59916.0,43.574621666666665,10.304348333333332,5.0,True,False,0.0,0.0,0.0,17.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57462666666667,10.30435,2023-10-04 16:02:15.291657515,POINT(10.30435 43.57462666666667),15,2023-10-04 16:00:00+00:00,33948.0,173.0,59916.0,43.57462666666667,10.30435,5.0,True,False,0.0,0.0,0.0,14.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57461333333333,10.304341666666666,2023-10-04 16:42:02.743952487,POINT(10.304341666666666 43.57461333333333),16,2023-10-04 16:30:00+00:00,24462.0,173.0,59916.0,43.57461333333333,10.304341666666666,5.0,True,False,0.0,0.0,0.0,1.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57461,10.304343333333332,2023-10-04 16:48:03.471496805,POINT(10.304343333333332 43.57461),17,2023-10-04 17:00:00+00:00,33323.0,173.0,59916.0,43.57461,10.304343333333332,5.0,True,False,0.0,0.0,0.0,1.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57461666666666,10.304345,2023-10-04 17:36:53.549714788,POINT(10.304345000000001 43.574616666666664),18,2023-10-04 17:30:00+00:00,34133.0,172.0,59916.0,43.57461666666666,10.304345,5.0,True,False,0.0,0.0,0.0,50.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57462,10.304336666666668,2023-10-04 18:12:52.337290412,POINT(10.304336666666668 43.574619999999996),19,2023-10-04 18:00:00+00:00,15977.0,172.0,59916.0,43.57462,10.304336666666668,5.0,True,False,0.0,0.0,0.0,50.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.574615,10.30434,2023-10-04 18:24:53.190373745,POINT(10.30434 43.574615),20,2023-10-04 18:30:00+00:00,32927.0,172.0,59916.0,43.574615,10.30434,5.0,True,False,0.0,0.0,0.0,51.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57459666666667,10.304336666666668,2023-10-04 19:12:54.854791030,POINT(10.304336666666668 43.57459666666667),21,2023-10-04 19:00:00+00:00,31085.0,172.0,59916.0,43.57459666666667,10.304336666666668,5.0,False,False,0.0,0.0,0.0,51.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,3,0,0,0,79.0,0,True,0,0,43.57461,10.304331666666666,2023-10-04 19:42:53.303300619,POINT(10.304331666666666 43.57461),22,2023-10-04 19:30:00+00:00,4270.0,172.0,59916.0,43.57461,10.304331666666666,5.0,False,False,0.0,0.0,0.0,52.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.2,1,0,0,0,79.0,0,True,0,0,43.574615,10.304331666666666,2023-10-04 20:14:24.997330815,POINT(10.304331666666666 43.574615),23,2023-10-04 20:00:00+00:00,13097.0,172.0,59916.0,43.574615,10.304331666666666,5.0,False,False,0.0,0.0,0.0,23.0,172.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,4.0,8.0,30.0,10.0,1.0,0,6.4,3,0,0,0,79.0,0,True,0,0,43.574621666666665,10.304341666666666,2023-10-04 20:28:53.240801817,POINT(10.304341666666666 43.574621666666665),24,2023-10-04 20:30:00+00:00,32926.0,172.0,59916.0,43.574621666666665,10.304341666666666,5.0,False,False,0.0,0.0,0.0,52.0,172.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,1,0,0,0,71.0,0,True,0,0,43.52082666666667,10.228008333333332,2023-10-04 21:14:54.029807128,POINT(10.228008333333333 43.52082666666667),25,2023-10-04 21:00:00+00:00,28129.0,235.5,59916.0,43.52082666666667,10.228008333333332,0.0,False,False,-127.0,9.6,0.0,51.0,226.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,3,0,0,0,71.0,0,True,0,0,43.51281,10.216998333333333,2023-10-04 21:19:04.614322922,POINT(10.216998333333333 43.512809999999995),26,2023-10-04 21:30:00+00:00,34114.0,224.0,59916.0,43.51281,10.216998333333333,0.0,True,False,0.0,10.0,0.0,2.0,224.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,1,0,0,0,79.0,0,True,0,0,43.45510166666666,10.138028333333333,2023-10-04 21:49:54.830067683,POINT(10.138028333333333 43.455101666666664),27,2023-10-04 22:00:00+00:00,9721.0,225.4,59916.0,43.45510166666666,10.138028333333333,0.0,True,False,0.0,9.5,0.0,51.0,223.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,3,0,0,0,79.0,0,True,0,0,43.57463166666666,10.304346666666667,2023-10-05 08:18:18.360545231,POINT(10.304346666666667 43.57463166666666),28,2023-10-05 08:30:00+00:00,13111.0,173.0,59916.0,43.57463166666666,10.304346666666667,5.0,True,False,0.0,0.0,0.0,17.0,173.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,1,0,0,0,79.0,0,True,0,0,43.57461833333333,10.304346666666667,2023-10-05 08:45:24.319103822,POINT(10.304346666666667 43.57461833333333),29,2023-10-05 09:00:00+00:00,18009.0,173.0,59916.0,43.57461833333333,10.304346666666667,5.0,True,False,0.0,0.0,0.0,23.0,173.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,1,0,0,0,79.0,0,True,0,0,43.429145,10.128291666666666,2023-10-28 08:11:32.608791896,POINT(10.128291666666666 43.429145),30,2023-10-28 08:00:00+00:00,2769.0,48.9,59916.0,43.429145,10.128291666666666,0.0,True,False,0.0,12.8,0.0,31.0,44.0,0
PositionReport,1.0,0,1,132.0,16.0,12.0,12.0,False,5.0,6.0,0.0,10.0,1.0,0,6.4,1,0,0,0,79.0,0,True,0,0,43.45455333333334,10.163873333333331,2023-10-28 08:21:44.792728191,POINT(10.163873333333333 43.45455333333334),31,2023-10-28 08:30:00+00:00,646.0,42.2,59916.0,43.45455333333334,10.163873333333331,0.0,True,False,0.0,12.9,0.0,42.0,44.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.49075833333333,10.187605,2023-10-28 09:01:00.287727849,POINT(10.187605 43.49075833333333),32,2023-10-28 09:00:00+00:00,2087.0,233.2,59916.0,43.49075833333333,10.187605,0.0,True,False,127.0,4.2,0.0,59.0,247.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.50473333333333,10.17364,2023-10-28 09:43:52.576541626,POINT(10.17364 43.504733333333334),33,2023-10-28 09:30:00+00:00,3037.0,305.2,59916.0,43.50473333333333,10.17364,0.0,True,False,0.0,1.8,0.0,50.0,258.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.50661333333333,10.170966666666668,2023-10-28 09:50:49.303812192,POINT(10.170966666666667 43.506613333333334),34,2023-10-28 10:00:00+00:00,2915.0,339.0,59916.0,43.50661333333333,10.170966666666668,0.0,True,False,0.0,1.3,0.0,41.0,262.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.51780333333333,10.158028333333334,2023-10-28 10:33:03.492267105,POINT(10.158028333333334 43.51780333333333),35,2023-10-28 10:30:00+00:00,2446.0,305.7,59916.0,43.51780333333333,10.158028333333334,0.0,True,False,0.0,1.5,0.0,1.0,258.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.50723333333334,10.162088333333331,2023-10-28 10:58:56.181856380,POINT(10.162088333333333 43.50723333333334),36,2023-10-28 11:00:00+00:00,3260.0,147.1,59916.0,43.50723333333334,10.162088333333331,0.0,True,False,0.0,1.8,0.0,53.0,199.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.49512333333333,10.17201,2023-10-28 11:30:33.466181676,POINT(10.17201 43.49512333333333),37,2023-10-28 11:30:00+00:00,2739.0,150.5,59916.0,43.49512333333333,10.17201,0.0,True,False,0.0,1.6,0.0,32.0,198.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.49007166666667,10.178178333333332,2023-10-28 11:48:45.148408554,POINT(10.178178333333333 43.49007166666667),38,2023-10-28 12:00:00+00:00,2490.0,116.6,59916.0,43.49007166666667,10.178178333333332,0.0,True,False,0.0,1.1,0.0,43.0,217.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.484975,10.171238333333331,2023-10-28 12:21:03.481580924,POINT(10.171238333333333 43.484975),39,2023-10-28 12:30:00+00:00,113.0,250.3,59916.0,43.484975,10.171238333333331,0.0,True,False,0.0,1.3,0.0,1.0,246.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.48446166666667,10.167816666666663,2023-10-28 12:45:56.451086359,POINT(10.167816666666665 43.48446166666667),40,2023-10-28 13:00:00+00:00,1538.0,50.0,59916.0,43.48446166666667,10.167816666666663,0.0,True,False,0.0,1.0,0.0,53.0,229.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.47722833333333,10.155903333333333,2023-10-28 13:28:00.287594003,POINT(10.155903333333333 43.47722833333333),41,2023-10-28 13:30:00+00:00,2162.0,154.6,59916.0,43.47722833333333,10.155903333333333,0.0,True,False,-127.0,3.8,0.0,58.0,140.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.497815,10.224548333333331,2023-10-28 14:10:04.247864584,POINT(10.224548333333333 43.497814999999996),42,2023-10-28 14:00:00+00:00,3129.0,47.2,59916.0,43.497815,10.224548333333331,0.0,True,False,0.0,7.8,0.0,1.0,45.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.54081333333333,10.289361666666668,2023-10-28 14:36:17.674195860,POINT(10.289361666666668 43.54081333333333),43,2023-10-28 14:30:00+00:00,2068.0,42.9,59916.0,43.54081333333333,10.289361666666668,0.0,False,False,-127.0,9.3,0.0,14.0,28.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.57394833333333,10.304663333333334,2023-10-28 15:04:51.047880383,POINT(10.304663333333334 43.573948333333334),44,2023-10-28 15:00:00+00:00,3289.0,345.0,59916.0,43.57394833333333,10.304663333333334,0.0,False,False,0.0,2.1,0.0,47.0,165.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,1,0,0,0,79.0,0,True,0,0,43.574061666666665,10.304423333333334,2023-10-28 15:17:31.097042275,POINT(10.304423333333334 43.574061666666665),45,2023-10-28 15:30:00+00:00,520.0,173.0,59916.0,43.574061666666665,10.304423333333334,0.0,True,False,0.0,0.0,0.0,28.0,173.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57408,10.304425,2023-10-28 16:11:57.827171418,POINT(10.304425 43.57408),46,2023-10-28 16:00:00+00:00,2048.0,172.0,59916.0,43.57408,10.304425,5.0,True,False,0.0,0.0,0.0,56.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57409500000001,10.30442,2023-10-28 16:44:58.633434590,POINT(10.30442 43.57409500000001),47,2023-10-28 16:30:00+00:00,2827.0,172.0,59916.0,43.57409500000001,10.30442,5.0,True,False,0.0,0.0,0.0,56.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57408833333333,10.304428333333334,2023-10-28 16:50:57.401097632,POINT(10.304428333333334 43.57408833333333),48,2023-10-28 17:00:00+00:00,1995.0,172.0,59916.0,43.57408833333333,10.304428333333334,5.0,True,False,0.0,0.0,0.0,56.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57409833333334,10.30442,2023-10-28 17:29:57.924862174,POINT(10.30442 43.57409833333334),49,2023-10-28 17:30:00+00:00,1984.0,172.0,59916.0,43.57409833333334,10.30442,5.0,True,False,0.0,0.0,0.0,55.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57404333333333,10.304436666666668,2023-10-28 17:59:59.312664668,POINT(10.304436666666668 43.57404333333333),50,2023-10-28 18:00:00+00:00,853.0,172.0,59916.0,43.57404333333333,10.304436666666668,5.0,True,False,0.0,0.0,0.0,56.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57407666666666,10.304436666666668,2023-10-28 18:26:58.708826045,POINT(10.304436666666668 43.57407666666666),51,2023-10-28 18:30:00+00:00,1104.0,172.0,59916.0,43.57407666666666,10.304436666666668,5.0,True,False,0.0,0.0,0.0,55.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57407833333333,10.30444,2023-10-28 18:46:51.574896822,POINT(10.30444 43.57407833333333),52,2023-10-28 19:00:00+00:00,2385.0,172.0,59916.0,43.57407833333333,10.30444,5.0,False,False,0.0,0.0,0.0,50.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57406833333334,10.304431666666666,2023-10-28 19:42:40.656668594,POINT(10.304431666666666 43.57406833333334),53,2023-10-28 19:30:00+00:00,1881.0,172.0,59916.0,43.57406833333334,10.304431666666666,5.0,False,False,0.0,0.0,0.0,39.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57409333333333,10.304416666666668,2023-10-28 20:00:42.526877029,POINT(10.304416666666667 43.57409333333333),54,2023-10-28 20:00:00+00:00,1395.0,18.5,59916.0,43.57409333333333,10.304416666666668,5.0,True,False,0.0,0.4,0.0,39.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.574081666666665,10.304406666666669,2023-10-28 20:42:43.762491996,POINT(10.304406666666667 43.574081666666665),55,2023-10-28 20:30:00+00:00,2979.0,172.0,59916.0,43.574081666666665,10.304406666666669,5.0,False,False,0.0,0.0,0.0,41.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57405666666667,10.304411666666663,2023-10-28 21:13:36.891789001,POINT(10.304411666666665 43.57405666666667),56,2023-10-28 21:00:00+00:00,2072.0,172.0,59916.0,43.57405666666667,10.304411666666663,5.0,False,False,0.0,0.0,0.0,34.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57407333333333,10.304415,2023-10-28 21:34:36.339600402,POINT(10.304415 43.57407333333333),57,2023-10-28 21:30:00+00:00,3262.0,172.0,59916.0,43.57407333333333,10.304415,5.0,True,False,0.0,0.0,0.0,35.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57404,10.304405,2023-10-28 21:46:38.697174192,POINT(10.304405000000001 43.57404),58,2023-10-28 22:00:00+00:00,1131.0,172.0,59916.0,43.57404,10.304405,5.0,True,False,0.0,0.0,0.0,34.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57409500000001,10.304415,2023-10-28 22:41:32.565489562,POINT(10.304415 43.57409500000001),59,2023-10-28 22:30:00+00:00,491.0,172.0,59916.0,43.57409500000001,10.304415,5.0,True,False,0.0,0.0,0.0,29.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57409500000001,10.304418333333333,2023-10-28 23:02:31.737808354,POINT(10.304418333333333 43.57409500000001),60,2023-10-28 23:00:00+00:00,2041.0,172.0,59916.0,43.57409500000001,10.304418333333333,5.0,False,False,0.0,0.0,0.0,29.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57403166666666,10.304398333333332,2023-10-28 23:38:31.340075349,POINT(10.304398333333333 43.57403166666666),61,2023-10-28 23:30:00+00:00,2044.0,172.0,59916.0,43.57403166666666,10.304398333333332,5.0,True,False,0.0,0.0,0.0,29.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57403333333333,10.304385,2023-10-28 23:53:31.563495592,POINT(10.304385 43.57403333333333),62,2023-10-29 00:00:00+00:00,1166.0,172.0,59916.0,43.57403333333333,10.304385,5.0,True,False,0.0,0.0,0.0,29.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.574041666666666,10.30441,2023-10-29 00:23:30.955243012,POINT(10.304409999999999 43.574041666666666),63,2023-10-29 00:30:00+00:00,2970.0,172.0,59916.0,43.574041666666666,10.30441,5.0,True,False,0.0,0.0,0.0,28.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57407166666667,10.304408333333331,2023-10-29 00:47:30.595077379,POINT(10.304408333333333 43.57407166666667),64,2023-10-29 01:00:00+00:00,2224.0,172.0,59916.0,43.57407166666667,10.304408333333331,5.0,True,False,0.0,0.0,0.0,29.0,172.0,0
PositionReport,1.0,0,0,132.0,16.0,12.0,12.0,False,28.0,10.0,0.0,10.0,1.0,0,7.0,3,0,0,0,79.0,0,True,0,0,43.57203333333334,10.305881666666666,2023-10-29 01:42:40.078378379,POINT(10.305881666666666 43.57203333333334),65,2023-10-29 01:30:00+00:00,1664.0,156.1,59916.0,43.57203333333334,10.305881666666666,0.0,False,False,0.0,4.8,0.0,38.0,155.0,0
